日期,廠名,導電度( μscm),氫離子濃度指標,水溫(℃)
20200501,龜山,3529,6.95,30.64
20200501,臨海,11186,6.56,31.14
20200501,觀音,4026,7.20,27.07
20200502,土城,4115,6.40,27.59
20200502,大甲幼獅,7278,7.61,27.53
20200502,大武崙,1970,6.37,24.12
20200502,大社,5985,6.30,32.32
20200502,大發,10969,6.78,33.83
20200502,大園,5212,7.03,27.29
20200502,中壢,3691,7.04,28.21
20200502,內埔,2207,7.01,29.08
20200502,斗六,3118,7.68,25.00
20200502,台中,1592,7.40,27.63
20200502,台南科技,9878,6.36,29.44
20200502,平鎮,1030,7.02,27.42
20200502,民雄,4442,7.07,33.92
20200502,永安,7308,7.26,28.53
20200502,永康,2315,7.49,31.22
20200502,全興,2252,7.19,31.20
20200502,安平,1582,7.62,29.76
20200502,竹圍子,5320,6.96,28.37
20200502,利澤,2461,7.15,25.53
20200502,官田,4431,6.49,26.89
20200502,林園,7435,7.74,33.43
20200502,芳苑,2268,7.08,29.59
20200502,南崗,5682,6.50,29.22
20200502,屏南,10988,6.54,30.13
20200502,桃園幼獅,4419,7.10,24.66
20200502,雲林科技,3231,6.93,30.25
20200502,新北,779,6.79,24.32
20200502,新竹,5128,7.08,27.66
20200502,新營,6013,6.82,29.73
20200502,嘉太,5476,7.18,29.52
20200502,彰濱鹿港,5266,6.29,27.93
20200502,彰濱線西,6635,7.31,28.03
20200502,龍德,2605,7.57,25.86
20200502,龜山,3537,6.98,31.23
20200502,臨海,10253,6.68,31.35
20200502,觀音,4188,7.21,27.38
20200503,土城,4136,6.44,28.32
20200503,大甲幼獅,6889,7.77,26.80
20200503,大武崙,1988,6.72,24.59
20200503,大社,6270,6.20,32.97
20200503,大發,10650,7.09,33.95
20200503,大園,5465,7.13,27.66
20200503,中壢,3472,7.02,27.91
20200503,內埔,2122,7.01,29.43
20200503,斗六,3110,7.50,25.00
20200503,台中,1570,7.41,28.08
20200503,台南科技,10654,6.29,29.92
20200503,平鎮,1190,7.00,27.66
20200503,民雄,4538,7.07,34.41
20200503,永安,7236,7.26,28.82
20200503,永康,2250,7.53,30.88
20200503,全興,2229,7.05,30.72
20200503,安平,1574,7.65,30.59
20200503,竹圍子,5326,6.92,28.55
20200503,利澤,3106,7.11,25.92
20200503,官田,4602,6.54,26.99
20200503,林園,7041,7.55,34.51
20200503,芳苑,2619,7.47,25.35
20200503,南崗,5500,6.52,29.51
20200503,屏南,9991,6.63,30.39
20200503,桃園幼獅,4374,7.00,25.10
20200503,雲林科技,3459,6.99,30.49
20200503,新北,714,6.65,24.79
20200503,新竹,5033,6.88,27.85
20200503,新營,6231,6.66,29.96
20200503,嘉太,5183,7.13,30.55
20200503,彰濱鹿港,4666,6.30,28.16
20200503,彰濱線西,6342,7.28,28.42
20200503,龍德,2256,7.60,26.07
20200503,龜山,3442,6.99,28.99
20200503,臨海,8929,7.03,31.36
20200503,觀音,4089,7.28,27.99
20200504,土城,3407,6.36,28.62
20200504,大甲幼獅,6051,7.84,27.03
20200504,大武崙,1927,6.66,25.02
20200504,大社,6103,6.37,33.45
20200504,大發,11384,7.22,34.28
20200504,大園,4646,6.97,28.19
20200504,中壢,3275,7.15,27.86
20200504,內埔,1928,6.99,29.88
20200504,斗六,3172,7.72,24.99
20200504,台中,1499,7.50,28.58
20200504,台南科技,11396,6.34,30.15
20200504,平鎮,1429,6.85,28.02
20200504,民雄,4528,7.04,33.80
20200504,永安,7537,7.29,29.07
20200504,永康,2235,7.56,30.58
20200504,全興,2173,7.03,30.81
20200504,安平,1557,7.70,30.98
20200504,竹圍子,5388,6.86,28.78
20200504,利澤,2951,7.13,26.49
20200504,官田,4659,6.61,27.39
20200504,林園,7211,7.43,34.96
20200504,芳苑,2480,7.59,25.44
20200504,南崗,5609,6.52,29.92
20200504,屏南,9115,6.79,30.60
20200504,桃園幼獅,3978,6.87,26.06
20200504,雲林科技,3487,7.00,30.72
20200504,新北,794,6.58,25.20
20200504,新竹,5770,6.85,28.46
20200504,新營,6140,6.46,30.71
20200504,嘉太,5898,6.98,29.98
20200504,彰濱鹿港,5058,6.35,28.32
20200504,彰濱線西,6660,7.33,28.58
20200504,龍德,1943,7.60,26.71
20200504,龜山,3316,6.85,31.04
20200504,臨海,9230,6.72,31.51
20200504,觀音,4018,7.28,28.37
20200505,土城,3062,6.31,29.89
20200505,大甲幼獅,5454,7.76,27.95
20200505,大武崙,2002,6.63,25.43
20200505,大社,6009,6.72,33.29
20200505,大發,10858,6.84,34.32
20200505,大園,5007,6.96,28.65
20200505,中壢,3432,7.21,28.95
20200505,內埔,1865,7.03,30.16
20200505,斗六,3070,7.48,25.00
20200505,台中,1481,7.32,28.79
20200505,台南科技,11750,6.31,30.27
20200505,平鎮,2087,6.78,28.53
20200505,民雄,4484,6.93,34.46
20200505,永安,7802,7.29,29.36
20200505,永康,2419,7.47,31.48
20200505,全興,2184,7.03,30.85
20200505,安平,1522,7.55,30.94
20200505,竹圍子,5525,6.96,29.40
20200505,利澤,3095,7.18,26.82
20200505,官田,4613,6.39,27.97
20200505,林園,7525,7.43,33.17
20200505,芳苑,2511,7.45,25.49
20200505,南崗,5679,6.50,30.41
20200505,屏南,8835,6.69,30.80
20200505,桃園幼獅,4752,7.03,26.50
20200505,雲林科技,3643,6.60,31.04
20200505,新北,849,6.80,26.07
20200505,新竹,4974,7.09,28.45
20200505,新營,6041,6.31,30.53
20200505,嘉太,6415,6.57,30.60
20200505,彰濱鹿港,5359,6.89,28.57
20200505,彰濱線西,6788,7.41,28.81
20200505,龍德,1854,7.69,27.10
20200505,龜山,3045,6.68,33.00
20200505,臨海,9863,6.34,31.79
20200505,觀音,4118,7.35,28.72
20200506,土城,4343,6.40,30.82
20200506,大甲幼獅,6597,7.60,27.59
20200506,大武崙,1967,6.84,25.41
20200506,大社,6140,6.50,33.23
20200506,大發,10585,6.86,34.41
20200506,大園,4840,6.96,28.36
20200506,中壢,3569,7.22,29.48
20200506,內埔,2063,7.05,30.00
20200506,斗六,2974,7.41,24.99
20200506,台中,1544,7.28,28.85
20200506,台南科技,11202,6.32,30.55
20200506,平鎮,2384,6.92,28.79
20200506,民雄,4336,6.85,34.97
20200506,永安,7642,7.31,28.72
20200506,永康,2456,7.46,32.84
20200506,全興,2253,7.04,31.00
20200506,安平,1526,7.70,31.25
20200506,竹圍子,5565,7.06,29.77
20200506,利澤,3183,7.17,26.78
20200506,官田,4704,6.43,28.34
20200506,林園,7505,7.54,32.77
20200506,芳苑,2757,7.05,25.99
20200506,南崗,5486,6.50,30.77
20200506,屏南,8870,6.45,30.80
20200506,桃園幼獅,5534,7.13,26.70
20200506,雲林科技,3189,6.59,31.20
20200506,新北,839,6.86,25.98
20200506,新竹,4906,7.18,28.48
20200506,新營,6231,6.28,30.34
20200506,嘉太,6637,6.43,30.95
20200506,彰濱鹿港,5346,6.91,28.80
20200506,彰濱線西,6740,7.45,28.79
20200506,龍德,1883,7.75,26.69
20200506,龜山,2981,6.83,32.50
20200506,臨海,10164,6.91,31.89
20200506,觀音,3970,7.30,28.47
20200507,土城,4260,6.35,28.91
20200507,大甲幼獅,7241,7.72,28.12
20200507,大武崙,1928,6.78,24.95
20200507,大社,6293,6.47,33.80
20200507,大發,10410,6.84,34.60
20200507,大園,4623,6.92,27.73
20200507,中壢,3678,7.21,29.21
20200507,內埔,2155,7.11,30.27
20200507,斗六,3111,7.55,24.98
20200507,台中,1627,7.14,30.29
20200507,台南科技,9778,6.38,30.84
20200507,平鎮,2134,7.05,28.43
20200507,民雄,4496,7.15,35.36
20200507,永安,7812,7.33,29.97
20200507,永康,2451,7.38,33.75
20200507,全興,2247,7.17,32.05
20200507,安平,1536,7.71,31.19
20200507,竹圍子,5568,7.00,29.93
20200507,利澤,3091,7.07,26.56
20200507,官田,4707,6.88,29.04
20200507,林園,7685,7.55,33.99
20200507,芳苑,2764,7.05,27.29
20200507,南崗,5964,6.50,31.07
20200507,屏南,8984,6.36,30.92
20200507,桃園幼獅,5455,7.45,25.99
20200507,雲林科技,3062,6.84,31.49
20200507,新北,961,6.96,25.66
20200507,新竹,4425,7.11,28.29
20200507,新營,6000,6.47,30.94
20200507,嘉太,5666,6.69,31.14
20200507,彰濱鹿港,4704,7.04,29.18
20200507,彰濱線西,6648,7.33,29.30
20200507,龍德,1961,7.76,25.25
20200507,龜山,2680,6.98,30.53
20200507,臨海,10403,6.59,32.22
20200507,觀音,3969,7.32,28.45
20200508,土城,4052,6.32,29.67
20200508,大甲幼獅,7599,7.63,28.71
20200508,大武崙,1968,6.57,24.91
20200508,大社,6346,6.44,34.21
20200508,大發,10394,6.92,34.91
20200508,大園,4535,6.93,28.06
20200508,中壢,3846,7.21,29.43
20200508,內埔,2150,7.11,30.20
20200508,斗六,3046,7.49,24.99
20200508,台中,1673,7.18,29.68
20200508,台南科技,9668,6.35,31.10
20200508,平鎮,2688,6.97,28.33
20200508,民雄,4681,7.21,35.75
20200508,永安,8001,7.34,30.29
20200508,永康,2523,7.24,34.23
20200508,全興,2206,7.23,32.77
20200508,安平,1538,7.63,31.34
20200508,竹圍子,5623,7.17,30.48
20200508,利澤,3014,7.01,26.89
20200508,官田,4526,6.72,29.49
20200508,林園,7011,7.53,34.82
20200508,芳苑,2852,7.06,28.15
20200508,南崗,6302,6.48,31.35
20200508,屏南,10165,6.58,31.10
20200508,桃園幼獅,5124,7.47,26.25
20200508,雲林科技,3342,6.87,31.81
20200508,新北,1229,6.92,26.04
20200508,新竹,4298,7.11,28.63
20200508,新營,5916,6.62,31.51
20200508,嘉太,7858,6.44,31.59
20200508,彰濱鹿港,4557,7.39,29.97
20200508,彰濱線西,6766,7.28,29.72
20200508,龍德,2273,7.61,25.32
20200508,龜山,3176,6.96,34.74
20200508,臨海,10681,6.62,32.49
20200508,觀音,4029,7.30,29.59
20200509,土城,2435,6.40,29.76
20200509,大甲幼獅,7821,7.86,28.86
20200509,大武崙,1984,6.76,25.38
20200509,大社,6396,6.58,34.30
20200509,大發,10391,7.01,35.10
20200509,大園,4558,7.02,28.18
20200509,中壢,3791,7.19,29.73
20200509,內埔,2261,7.08,30.55
20200509,斗六,3240,7.57,24.99
20200509,台中,1670,7.32,29.62
20200509,台南科技,9862,6.42,31.33
20200509,平鎮,2816,6.95,28.53
20200509,民雄,4709,7.21,35.99
20200509,永安,7961,7.43,32.29
20200509,永康,2544,7.17,33.73
20200509,全興,2251,7.28,32.30
20200509,安平,1543,7.58,31.48
20200509,竹圍子,5597,7.14,30.51
20200509,利澤,2944,7.11,27.31
20200509,官田,4554,6.71,29.73
20200509,林園,6425,7.38,37.43
20200509,芳苑,2876,7.02,28.03
20200509,南崗,6228,6.50,31.57
20200509,屏南,10621,6.63,31.39
20200509,桃園幼獅,5175,7.44,27.00
20200509,雲林科技,3402,6.91,31.96
20200509,新北,965,6.95,26.61
20200509,新竹,5419,7.14,29.24
20200509,新營,5763,6.72,31.86
20200509,嘉太,8888,6.29,32.55
20200509,彰濱鹿港,4489,7.48,30.24
20200509,彰濱線西,6707,7.30,29.97
20200509,龍德,2587,7.40,25.89
20200509,龜山,2969,6.96,35.29
20200509,臨海,10743,6.76,32.74
20200509,觀音,4338,7.30,29.85
20200510,土城,2088,6.38,29.99
20200510,大甲幼獅,7907,7.76,28.84
20200510,大武崙,2106,7.18,25.88
20200510,大社,6444,6.61,34.12
20200510,大發,10388,7.21,35.44
20200510,大園,4574,7.09,28.36
20200510,中壢,3879,7.18,29.29
20200510,內埔,2450,7.04,31.00
20200510,斗六,3416,7.73,25.00
20200510,台中,1711,7.33,29.83
20200510,台南科技,10146,6.42,31.50
20200510,平鎮,2496,6.77,28.57
20200510,民雄,5190,7.17,36.24
20200510,永安,7413,7.42,31.10
20200510,永康,2447,7.45,33.26
20200510,全興,2241,7.18,32.17
20200510,安平,1562,7.65,31.73
20200510,竹圍子,5594,7.10,30.62
20200510,利澤,2922,7.14,27.69
20200510,官田,4629,6.63,29.66
20200510,林園,6537,7.44,37.51
20200510,芳苑,2879,7.00,27.56
20200510,南崗,6023,6.50,31.85
20200510,屏南,10152,6.67,31.43
20200510,桃園幼獅,6130,7.38,27.31
20200510,雲林科技,3506,6.98,32.06
20200510,新北,889,6.75,26.62
20200510,新竹,5026,6.87,29.43
20200510,新營,5656,6.70,32.02
20200510,嘉太,7262,6.20,31.09
20200510,彰濱鹿港,4460,7.61,30.31
20200510,彰濱線西,6815,7.28,30.21
20200510,龍德,2525,7.54,26.93
20200510,龜山,2761,6.95,36.16
20200510,臨海,10842,7.23,32.89
20200510,觀音,4356,7.30,29.61
20200511,土城,2167,6.30,28.76
20200511,大甲幼獅,8508,7.88,28.80
20200511,大武崙,1864,6.94,25.50
20200511,大社,6337,6.54,34.13
20200511,大發,10474,7.08,35.58
20200511,大園,4652,7.02,27.55
20200511,中壢,3422,7.23,28.61
20200511,內埔,2415,7.06,31.36
20200511,斗六,3470,7.68,25.00
20200511,台中,1689,7.27,29.57
20200511,台南科技,10223,6.31,31.43
20200511,平鎮,2382,6.84,28.39
20200511,民雄,5288,7.05,36.17
20200511,永安,8100,7.47,30.87
20200511,永康,2302,7.58,32.49
20200511,全興,2219,7.21,32.01
20200511,安平,1593,7.74,31.97
20200511,竹圍子,5611,6.98,30.63
20200511,利澤,1976,7.07,27.32
20200511,官田,4260,6.71,29.87
20200511,林園,6694,7.49,37.52
20200511,芳苑,2846,7.10,27.11
20200511,南崗,5980,6.50,31.65
20200511,屏南,8262,6.51,31.60
20200511,桃園幼獅,6119,7.13,27.22
20200511,雲林科技,3337,7.03,32.03
20200511,新北,869,6.58,26.21
20200511,新竹,5266,6.98,28.93
20200511,新營,5554,6.51,32.19
20200511,嘉太,5677,6.41,30.70
20200511,彰濱鹿港,4209,7.65,30.00
20200511,彰濱線西,6913,7.28,30.12
20200511,龍德,2412,7.50,26.34
20200511,龜山,2621,6.89,35.61
20200511,臨海,11531,6.96,33.14
20200511,觀音,3984,7.37,28.34
20200512,土城,2885,6.26,28.27
20200512,大甲幼獅,9149,7.85,27.84
20200512,大武崙,1666,6.85,24.77
20200512,大社,6721,6.55,34.00
20200512,大發,9522,6.82,35.26
20200512,大園,4698,6.96,26.48
20200512,中壢,3358,7.25,28.69
20200512,內埔,2228,7.05,31.09
20200512,斗六,3159,7.59,25.00
20200512,台中,1617,7.28,28.73
20200512,台南科技,10448,6.31,30.75
20200512,平鎮,2141,6.81,27.93
20200512,民雄,5458,6.90,35.35
20200512,永安,7966,7.44,28.16
20200512,永康,2344,7.63,32.11
20200512,全興,2209,7.13,31.42
20200512,安平,1662,7.71,31.41
20200512,竹圍子,5690,7.22,30.73
20200512,利澤,3832,7.07,26.81
20200512,官田,4104,6.75,29.19
20200512,林園,6997,7.49,37.23
20200512,芳苑,2713,7.09,26.28
20200512,南崗,5635,6.50,30.99
20200512,屏南,8964,6.58,31.71
20200512,桃園幼獅,4705,6.98,22.37
20200512,雲林科技,3215,7.07,31.73
20200512,新北,847,6.80,25.65
20200512,新竹,5142,7.06,28.50
20200512,新營,5451,6.36,31.36
20200512,嘉太,7315,6.59,30.49
20200512,彰濱鹿港,4908,7.54,29.56
20200512,彰濱線西,6992,7.31,29.53
20200512,龍德,2011,7.70,24.58
20200512,龜山,2600,6.84,34.03
20200512,臨海,11918,6.77,33.23
20200512,觀音,3500,7.32,27.96
20200513,土城,3019,6.44,28.08
20200513,大甲幼獅,9611,7.77,28.15
20200513,大武崙,1692,6.87,24.43
20200513,大社,7384,6.54,33.54
20200513,大發,9453,6.91,35.19
20200513,大園,4640,6.96,26.92
20200513,中壢,3331,7.18,28.85
20200513,內埔,2262,7.06,30.12
20200513,斗六,2959,7.61,24.99
20200513,台中,1697,7.29,29.09
20200513,台南科技,10724,6.41,30.92
20200513,平鎮,2136,6.75,27.27
20200513,民雄,5128,6.92,34.36
20200513,永安,7732,7.33,29.67
20200513,永康,2374,7.77,32.48
20200513,全興,2261,7.11,31.47
20200513,安平,1749,7.62,31.06
20200513,竹圍子,5637,7.42,30.91
20200513,利澤,5741,7.04,26.72
20200513,官田,4688,6.98,28.72
20200513,林園,7090,7.50,36.73
20200513,芳苑,2822,6.94,26.09
20200513,南崗,5668,6.50,30.73
20200513,屏南,8603,6.63,31.64
20200513,桃園幼獅,3762,7.01,20.03
20200513,雲林科技,3484,6.73,31.54
20200513,新北,841,6.74,25.44
20200513,新竹,4445,7.15,28.16
20200513,新營,5578,6.35,30.99
20200513,嘉太,6545,7.11,31.00
20200513,彰濱鹿港,5172,7.47,29.60
20200513,彰濱線西,7018,7.29,29.21
20200513,龍德,2056,8.11,24.31
20200513,龜山,2651,6.86,33.55
20200513,臨海,11710,6.89,33.35
20200513,觀音,3388,7.32,28.21
20200514,土城,3496,6.56,30.29
20200514,大甲幼獅,9670,7.64,28.49
20200514,大武崙,1790,6.76,24.97
20200514,大社,7658,7.06,33.24
20200514,大發,9864,6.97,35.13
20200514,大園,4594,6.98,28.22
20200514,中壢,3390,7.20,29.41
20200514,內埔,2231,7.21,29.14
20200514,斗六,2923,7.62,25.00
20200514,台中,1776,7.26,29.22
20200514,台南科技,8836,6.52,31.11
20200514,平鎮,2269,6.83,27.57
20200514,民雄,4874,6.96,35.64
20200514,永安,7391,7.32,30.42
20200514,永康,2445,7.77,33.20
20200514,全興,2228,7.12,32.28
20200514,安平,1848,7.59,31.41
20200514,竹圍子,5635,7.24,31.19
20200514,利澤,4694,7.05,26.96
20200514,官田,4551,7.16,29.04
20200514,林園,6852,7.46,36.78
20200514,芳苑,2862,7.04,27.13
20200514,南崗,5906,6.50,30.86
20200514,屏南,8434,6.41,31.74
20200514,桃園幼獅,2935,6.97,25.28
20200514,雲林科技,3504,6.72,31.71
20200514,新北,915,6.76,25.86
20200514,新竹,2952,7.08,28.12
20200514,新營,5781,6.50,31.26
20200514,嘉太,6358,7.32,30.58
20200514,彰濱鹿港,5089,7.42,29.99
20200514,彰濱線西,7293,7.10,29.46
20200514,龍德,2370,7.64,24.50
20200514,龜山,2726,6.82,34.67
20200514,臨海,11701,6.81,33.36
20200514,觀音,3412,7.31,29.01
20200515,土城,4287,6.42,31.23
20200515,大甲幼獅,9515,7.55,28.82
20200515,大武崙,1798,6.59,25.50
20200515,大社,7819,7.25,33.39
20200515,大發,10025,7.07,35.24
20200515,大園,4582,6.90,29.30
20200515,中壢,3829,7.17,29.96
20200515,內埔,2054,7.22,29.45
20200515,斗六,2907,7.68,24.99
20200515,台中,1839,7.35,29.89
20200515,台南科技,8855,6.53,31.67
20200515,平鎮,2336,6.89,28.21
20200515,民雄,5004,7.02,35.97
20200515,永安,7284,7.37,31.41
20200515,永康,2494,7.71,33.98
20200515,全興,2243,7.14,33.35
20200515,安平,1841,7.59,31.55
20200515,竹圍子,5644,7.16,31.40
20200515,利澤,4312,7.14,27.34
20200515,官田,4116,7.18,29.37
20200515,林園,7095,7.34,36.96
20200515,芳苑,2744,7.03,28.02
20200515,南崗,6136,6.49,31.11
20200515,屏南,9508,6.38,32.10
20200515,桃園幼獅,2939,7.04,26.35
20200515,雲林科技,3215,6.89,31.93
20200515,新北,952,6.78,26.43
20200515,新竹,2039,7.00,28.61
20200515,新營,5700,6.74,31.54
20200515,嘉太,7047,7.16,31.16
20200515,彰濱鹿港,4972,7.40,30.38
20200515,彰濱線西,7388,6.92,29.84
20200515,龍德,3155,7.37,24.92
20200515,龜山,2865,6.93,35.76
20200515,臨海,12197,6.75,33.43
20200515,觀音,3306,7.24,29.90
20200516,土城,5507,6.40,30.45
20200516,大甲幼獅,8955,7.58,28.47
20200516,大武崙,1830,6.49,25.74
20200516,大社,7583,7.58,33.45
20200516,大發,10195,7.14,35.38
20200516,大園,4647,6.92,29.60
20200516,中壢,4129,7.22,30.12
20200516,內埔,1681,7.16,30.41
20200516,斗六,2892,7.65,25.00
20200516,台中,1888,7.45,30.10
20200516,台南科技,8931,6.52,32.00
20200516,平鎮,2429,6.90,28.68
20200516,民雄,5293,7.02,35.71
20200516,永安,7006,7.43,31.28
20200516,永康,2478,7.73,34.08
20200516,全興,3361,7.22,33.36
20200516,安平,1775,7.59,31.74
20200516,竹圍子,5579,7.05,31.18
20200516,利澤,4974,7.11,27.44
20200516,官田,4135,6.97,29.19
20200516,林園,6745,7.32,36.89
20200516,芳苑,2768,7.06,28.05
20200516,南崗,6265,6.50,31.50
20200516,屏南,10667,6.83,32.01
20200516,桃園幼獅,3165,7.00,26.88
20200516,雲林科技,3228,7.04,31.89
20200516,新北,931,6.87,26.74
20200516,新竹,2261,7.00,29.01
20200516,新營,5465,6.80,31.77
20200516,嘉太,9469,6.82,31.70
20200516,彰濱鹿港,4941,7.35,30.73
20200516,彰濱線西,7307,6.97,30.55
20200516,龍德,3209,7.28,25.02
20200516,龜山,3010,6.93,35.86
20200516,臨海,12026,6.87,33.25
20200516,觀音,3815,7.30,29.90
20200517,土城,5566,6.66,29.34
20200517,大甲幼獅,8545,7.60,29.24
20200517,大武崙,1828,6.35,25.70
20200517,大社,7383,6.84,33.39
20200517,大發,10665,7.22,35.58
20200517,大園,4687,6.89,29.26
20200517,中壢,4114,7.21,29.60
20200517,內埔,1993,7.22,29.64
20200517,斗六,2820,7.63,25.00
20200517,台中,1879,7.39,30.67
20200517,台南科技,9136,6.48,31.27
20200517,平鎮,2865,6.91,28.45
20200517,民雄,5197,7.02,35.44
20200517,永安,6381,7.45,30.04
20200517,永康,2415,7.87,32.78
20200517,全興,2288,7.16,31.21
20200517,安平,1699,7.72,31.48
20200517,竹圍子,5627,6.95,31.23
20200517,利澤,5471,7.12,27.43
20200517,官田,4179,7.11,28.90
20200517,林園,6745,7.40,37.13
20200517,芳苑,2776,6.99,27.42
20200517,南崗,6086,6.50,31.38
20200517,屏南,10419,6.79,31.82
20200517,桃園幼獅,3442,6.96,26.83
20200517,雲林科技,3085,7.03,31.32
20200517,新北,870,6.69,26.64
20200517,新竹,2093,7.00,28.81
20200517,新營,5385,6.85,31.82
20200517,嘉太,10911,6.69,30.86
20200517,彰濱鹿港,5153,7.51,30.60
20200517,彰濱線西,7346,7.08,30.69
20200517,龍德,2733,7.08,25.43
20200517,龜山,3023,6.79,36.27
20200517,臨海,12121,6.81,33.28
20200517,觀音,3660,7.36,29.80
20200518,土城,4918,6.48,30.01
20200518,大甲幼獅,7944,7.89,28.42
20200518,大武崙,1908,6.40,25.61
20200518,大社,7083,6.35,32.39
20200518,大發,10936,7.29,35.76
20200518,大園,4746,7.03,27.59
20200518,中壢,3420,7.23,28.53
20200518,內埔,2174,7.20,30.58
20200518,斗六,2815,7.59,25.00
20200518,台中,1762,7.44,28.58
20200518,台南科技,9532,6.39,31.30
20200518,平鎮,2675,6.94,28.11
20200518,民雄,5253,7.04,34.74
20200518,永安,6267,7.48,29.90
20200518,永康,2294,7.88,31.91
20200518,全興,2162,7.26,31.80
20200518,安平,1705,7.76,31.53
20200518,竹圍子,5579,6.81,31.08
20200518,利澤,5772,7.15,27.41
20200518,官田,3936,7.29,28.75
20200518,林園,6572,7.44,37.20
20200518,芳苑,2709,7.13,26.70
20200518,南崗,5988,6.54,30.68
20200518,屏南,9876,6.52,31.93
20200518,桃園幼獅,2962,6.94,26.44
20200518,雲林科技,3026,7.03,30.60
20200518,新北,796,6.47,26.04
20200518,新竹,3891,6.99,28.66
20200518,新營,5254,6.74,31.11
20200518,嘉太,9926,6.39,31.01
20200518,彰濱鹿港,4620,6.91,29.69
20200518,彰濱線西,7352,7.20,30.42
20200518,龍德,2389,7.07,25.40
20200518,龜山,2888,6.82,35.48
20200518,臨海,9837,6.68,32.90
20200518,觀音,3088,7.30,28.75
20200519,土城,3306,6.34,28.62
20200519,大甲幼獅,7269,7.79,26.55
20200519,大武崙,1996,6.56,25.10
20200519,大社,7268,6.28,32.63
20200519,大發,9711,6.90,35.15
20200519,大園,5057,6.92,25.99
20200519,中壢,3211,7.21,28.29
20200519,內埔,2097,7.18,29.32
20200519,斗六,2748,7.55,24.99
20200519,台中,1638,7.45,25.87
20200519,台南科技,9423,6.38,30.07
20200519,平鎮,1002,6.94,27.29
20200519,民雄,5014,6.88,33.78
20200519,永安,6101,7.35,26.56
20200519,永康,2324,7.76,31.20
20200519,全興,2071,7.21,31.05
20200519,安平,1607,7.55,30.92
20200519,竹圍子,5332,6.95,30.43
20200519,利澤,6060,7.17,27.23
20200519,官田,3440,7.29,27.87
20200519,林園,6773,7.37,35.86
20200519,芳苑,2618,7.14,25.50
20200519,南崗,5109,6.50,29.66
20200519,屏南,9583,6.54,31.42
20200519,桃園幼獅,2866,6.97,25.57
20200519,雲林科技,3006,7.01,30.78
20200519,新北,740,6.47,25.61
20200519,新竹,3587,7.08,27.54
20200519,新營,5014,6.51,29.99
20200519,嘉太,7947,6.40,28.12
20200519,彰濱鹿港,5109,6.71,29.27
20200519,彰濱線西,7356,7.15,29.52
20200519,龍德,2247,7.07,25.37
20200519,龜山,2769,6.75,33.40
20200519,臨海,11679,6.80,33.12
20200519,觀音,2457,7.21,27.16
20200520,土城,2473,6.57,28.84
20200520,大甲幼獅,7377,7.89,25.76
20200520,大武崙,1843,6.86,24.61
20200520,大社,6810,6.35,31.80
20200520,大發,9628,6.93,34.51
20200520,大園,5349,6.95,26.00
20200520,中壢,3440,7.19,28.62
20200520,內埔,2092,7.15,28.55
20200520,斗六,2647,7.62,24.99
20200520,台中,1647,7.35,27.92
20200520,台南科技,8278,6.21,29.14
20200520,平鎮,1265,6.96,27.16
20200520,民雄,3899,6.86,32.58
20200520,永安,6098,7.23,26.42
20200520,永康,2171,7.65,30.13
20200520,全興,2028,7.12,31.24
20200520,安平,1450,7.30,29.93
20200520,竹圍子,5078,7.00,29.93
20200520,利澤,6131,7.09,27.01
20200520,官田,3260,7.29,26.86
20200520,林園,7182,7.39,32.73
20200520,芳苑,2650,6.98,25.50
20200520,南崗,4319,6.53,29.30
20200520,屏南,8418,6.88,30.52
20200520,桃園幼獅,3258,7.12,25.23
20200520,雲林科技,2961,6.94,30.48
20200520,新北,773,6.68,25.43
20200520,新竹,4325,7.04,27.30
20200520,新營,4903,6.45,28.81
20200520,嘉太,7061,6.61,27.51
20200520,彰濱鹿港,5053,6.91,29.39
20200520,彰濱線西,7183,7.16,29.39
20200520,龍德,2260,7.03,24.58
20200520,龜山,2746,6.73,32.31
20200520,臨海,10823,6.82,32.76
20200520,觀音,2266,7.26,27.57
20200521,土城,4377,6.72,28.23
20200521,大甲幼獅,7952,7.79,26.17
20200521,大武崙,1685,6.77,24.48
20200521,大社,6776,7.13,31.03
20200521,大發,8987,6.93,33.67
20200521,大園,5271,6.83,26.49
20200521,中壢,3348,7.26,28.91
20200521,內埔,2171,7.18,28.84
20200521,斗六,2629,7.61,24.99
20200521,台中,1731,7.36,27.06
20200521,台南科技,7770,6.20,28.78
20200521,平鎮,1758,7.01,27.40
20200521,民雄,4114,7.02,32.98
20200521,永安,5833,7.22,25.00
20200521,永康,2209,7.75,27.02
20200521,全興,2119,7.15,31.42
20200521,安平,1158,7.22,28.83
20200521,竹圍子,4903,6.93,29.82
20200521,利澤,5974,7.02,26.99
20200521,官田,3201,7.32,26.59
20200521,林園,7391,7.45,26.86
20200521,芳苑,2727,6.94,26.32
20200521,南崗,4586,6.53,29.52
20200521,屏南,7252,6.86,29.09
20200521,桃園幼獅,3477,7.05,25.44
20200521,雲林科技,3033,6.64,30.55
20200521,新北,887,6.80,25.56
20200521,新竹,4195,7.06,28.31
20200521,新營,4963,6.82,29.19
20200521,嘉太,6646,6.90,27.16
20200521,彰濱鹿港,4946,7.16,29.52
20200521,彰濱線西,6989,7.16,29.09
20200521,龍德,2270,7.02,24.94
20200521,龜山,2689,6.76,32.55
20200521,臨海,10136,6.97,32.05
20200521,觀音,2231,7.25,28.11
