區處別,系統代號,淨水場名稱,淨水場資訊,氟鹽(Fluoride),硝酸鹽氮(Nitrate),總溶解固體量(Total Dissolved Solids),糞便性大腸桿菌群(Fecal coliform),砷(Arsenic),自由有效餘氯(Free Chlorine Residual),濁度(Turbidity),色度(Color),臭度(Odor),總鹼度(Total Alkalinity),pH值(pH ),氯鹽(Chloride),硫酸鹽(Sulfate),氨氮(Ammonia),亞硝酸鹽氮(Nitrite),總硬度(Total Hardness),鐵(Iron),錳(Manganese),總菌落數(Total Bacterial Count),大腸桿菌群(Coliform Group),總三鹵甲烷(Total Trihalomethanes),鉛(Lead),硒(Selenium),汞(Mercury),鋅(Zinc),銀(Silver),銅(Copper),鉻(Chromium),鎳(Nickel),鎘(Cadmium),鋇(Barium),銻(Antimony),陰離子界面活性劑(Anionic Surfactants),靈丹(Lindane),安殺番(Endosulfan),巴拉刈(Paraquat),大利松(Diazinon),巴拉松(Parathion),一品松(EPN),氰鹽(Cyanate),酚(Phenols),達馬松(Methamidophos),丁基拉草(Butachlor),2，4-地(2，4-D),納乃得(Methomyl),滅必蝨(MIPC(Isoprocarb)),加保扶(Carbofuran),亞素靈(Monocrotophos),鋁(Aluminium),溴酸鹽(Bromate),三氯乙烯(Trichloroethene),四氯化碳(Carbon tetracholoride),1，1，1-三氯乙烷 (1，1，1-Trichloroethane),1，2-二氯乙烷(1，2-Dichloroethane),氯乙烯(Vinyl chloride),苯(Benzene),對-二氯苯(1，4-Dichlorobenzene),1，1-二氯乙烯(1，1-Dichloroethene),二氯甲烷(Dichloromethane),鄰-二氯苯(1，2-Dichlorbenzene),甲苯(Toluene),二甲苯(Xylene),順-1，2-二氯乙烯(cis-1，2-Dichloroethene),反-1，2-二氯乙烯(trans-1，2-Dichloroethene),四氯乙烯(Tetrachloroethene),鹵乙酸類(Haloacetic acids),水質合格否(Y/N)
四區,0415,慶東淨水場,慶東淨水場(Cingdong)臺中市東勢區東關路294號[0448020]{0415}<臺中縣市@Taichung City>,0.12,1.01,182,－－,0.00058,0.48,0.25,<5,<1,98.1,7.5,2.78,38.8,ND,<0.01,124,<0.01,ND,1,<1,0.00083,0.0006,ND,ND,<0.01,ND,<0.01,ND,0.0005,ND,0.0069,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00061,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00261,Y
四區,0417,梨山淨水場,梨山淨水場(Lishan)臺中市和平區梨山村復興路民生巷1之1號[0448039]{0417}<臺中縣市@Taichung City>,0.06,0.23,125,－－,0.00017,0.35,0.25,<5,<1,86.5,8.0,0.87,16.6,ND,ND,93.1,ND,ND,1,<1,0.00304,0.0009,ND,ND,<0.01,ND,<0.01,<0.01,0.0006,<0.0001,0.0033,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00539,Y
四區,0405,新社淨水場,新社淨水場(Sinshe)臺中市新社鄉協成村華豐街193-1號[0448048]{0405}<臺中縣市@Taichung City>,0.03,5.49,115,－－,0.00009,0.49,0.20,<5,<1,19.8,6.8,5.44,26.8,ND,ND,50.1,ND,0.012,<1,<1,0.00016,0.0005,ND,ND,<0.01,ND,<0.01,ND,0.0007,<0.0001,0.0896,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0165,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00266,Y
四區,0433,集集淨水場,集集淨水場(Jiji)南投縣集集鎮吳厝里民權路430號[0447069]{0433}<南投縣@Nantou County>,0.13,0.37,281,<1,0.00082,0.66,0.30,<5,<1,133,8.2,2.20,92.1,ND,<0.01,201,0.02,ND,1,<1,0.00550,0.0010,ND,ND,ND,<0.01,<0.01,ND,0.0005,ND,0.0052,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0356,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00008,ND,ND,ND,ND,ND,ND,0.00624,Y
四區,0418,埔里第三淨水場,埔里第三淨水場(Puli Third)南投縣埔里鎮中山路2段101號[0453037]{0418}<南投縣@Nantou County>,0.09,1.75,107,<1,0.00020,0.69,0.15,<5,<1,51.0,6.7,2.38,20.1,ND,ND,63.0,ND,ND,<1,<1,0.00033,0.0003,ND,ND,0.01,ND,0.01,<0.01,0.0006,ND,0.0020,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.0001,ND,ND,ND,ND,0.00002,ND,ND,ND,ND,0.00259,Y
四區,0423,日月潭淨水場,日月潭淨水場(Rihyuetan)南投縣魚池鄉水社村中山路62號[0453131]{0423}<南投縣@Nantou County>,0.13,0.34,308,<1,0.00099,0.55,0.25,<5,<1,137,8.2,2.36,102,ND,ND,205,ND,ND,7,<1,0.00212,0.0007,ND,ND,<0.01,ND,<0.01,<0.01,0.0004,ND,0.0046,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00413,Y
四區,0448,人倫淨水場,人倫淨水場(Renlun)南投縣信義鄉人和村民生巷82-5號[0447050]{0448}<南投縣@Nantou County>,0.08,0.66,207,－－,0.00029,0.51,0.20,<5,<1,114,8.2,3.39,41.2,ND,ND,138,ND,ND,1,<1,0.00704,0.0004,ND,ND,0.02,ND,<0.01,ND,0.0005,ND,0.0119,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0593,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00510,Y
四區,0419,大坪頂淨水場,大坪頂淨水場(Dapingding)南投縣埔里鎮西安路3段222-1號[0453055]{0419}<南投縣@Nantou County>,0.07,2.63,76.4,－－,0.00011,0.51,0.25,<5,<1,33.0,7.0,4.56,5.03,ND,ND,30.7,<0.01,0.006,1,<1,0.00149,0.0007,ND,ND,0.01,ND,0.01,<0.01,0.0007,ND,0.0514,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00007,ND,0.00005,ND,ND,ND,ND,0.00280,Y
四區,0447,民和淨水場,民和淨水場(Minhe)南投縣水里鄉拔社埔段2-703地號[0447087]{0447}<南投縣@Nantou County>,0.14,0.38,180,－－,0.00162,0.52,0.25,<5,<1,68.8,6.9,2.29,61.5,ND,ND,91.7,<0.01,ND,<1,<1,0.00004,0.0012,ND,ND,<0.01,ND,<0.01,<0.01,0.0007,ND,0.0188,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00347,Y
四區,0444,坪頂淨水場,坪頂淨水場(Pingding)南投縣竹山鎮坪頂里坪頂路坪頂淨水場[0446080]{0444}<南投縣@Nantou County>,0.11,2.04,137,－－,0.00050,0.43,0.25,<5,<1,64.5,7.6,5.04,18.0,ND,ND,85.5,ND,ND,3,<1,0.00412,0.0001,ND,ND,ND,ND,<0.01,<0.01,0.0002,ND,0.0155,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00750,Y
四區,0434,信義淨水場,信義淨水場(Sinyi)南投縣信義鄉明德村玉山路新開巷4號[0447023]{0434}<南投縣@Nantou County>,0.13,0.37,297,－－,0.00094,0.49,0.25,<5,<1,135,8.1,4.23,104,ND,ND,204,ND,ND,<1,<1,0.0107,0.0004,ND,ND,ND,ND,<0.01,<0.01,0.0003,ND,0.0107,0.0003,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.0001,ND,ND,ND,ND,0.108,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00732,Y
四區,0429,南崗淨水場,南崗淨水場(Nangang)南投縣南投市成功一路28號[0444022]{0429}<南投縣@Nantou County>,0.11,6.73,252,－－,0.00028,0.42,0.20,<5,<1,88.7,6.9,7.03,44.9,ND,ND,127,0.03,ND,<1,<1,0.00417,0.0005,ND,ND,<0.01,ND,<0.01,<0.01,0.0005,ND,0.0025,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0246,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00304,Y
四區,0439,草屯第二淨水場,草屯第二淨水場(Caotun Second)南投縣草屯鎮芬草路1段275號[0445029]{0439}<南投縣@Nantou County>,0.13,6.65,269,－－,0.00018,0.38,0.15,<5,<1,98.5,6.8,14.0,53.8,ND,ND,140,0.01,ND,<1,<1,0.00023,0.0004,ND,ND,<0.01,ND,<0.01,<0.01,0.0004,ND,0.0040,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00018,ND,ND,ND,ND,ND,ND,ND,0.00242,Y
四區,0450,大旗尾淨水場,大旗尾淨水場(Daciwei)南投縣國姓鄉大旗村大長路692號[0453073]{0450}<南投縣@Nantou County>,0.14,0.61,214,－－,0.00048,0.61,0.25,<5,<1,86.5,8.0,2.59,74.5,ND,ND,144,ND,ND,1,<1,0.00128,0.0009,ND,ND,ND,ND,<0.01,<0.01,0.0002,ND,0.0042,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0322,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00008,ND,0.00003,ND,ND,ND,ND,0.00371,Y
四區,0445,鹿谷淨水場,鹿谷淨水場(Lugu)南投縣鹿谷鄉中正1路93號[0446099]{0445}<南投縣@Nantou County>,0.09,1.45,170,－－,0.00100,0.47,0.35,<5,<1,99.4,8.1,5.43,18.4,ND,ND,107,ND,0.002,1,<1,0.0155,0.0001,ND,ND,ND,ND,ND,<0.01,0.0001,ND,0.0052,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0893,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0132,Y
四區,0424,德化淨水場,德化淨水場(Dehua)南投縣魚池鄉巒大林區29林班地[0453113]{0424}<南投縣@Nantou County>,0.13,0.31,289,－－,0.00098,0.59,0.25,<5,<1,141,8.2,2.04,98.7,ND,ND,206,ND,ND,4,<1,0.00537,0.0010,ND,ND,<0.01,ND,<0.01,<0.01,0.0005,ND,0.0046,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00540,Y
四區,0449,羅娜淨水場,羅娜淨水場(Luonua)南投縣信義鄉羅娜村信筆巷4~2號[0447041]{0449}<南投縣@Nantou County>,0.09,0.14,206,－－,0.00080,0.48,0.25,<5,<1,127,8.1,1.66,43.2,ND,ND,146,ND,ND,<1,<1,0.00314,0.0031,ND,ND,ND,ND,ND,<0.01,0.0006,ND,0.0123,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0898,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00596,Y
四區,0420,春陽淨水場,春陽淨水場(Chunyang)南投縣仁愛鄉春陽段200-1地號[0453082]{0420}<南投縣@Nantou County>,0.15,0.36,402,－－,0.00025,0.49,0.25,<5,<1,243,7.9,3.65,101,ND,ND,276,ND,0.010,<1,<1,0.00100,0.0002,ND,ND,<0.01,ND,<0.01,<0.01,0.0004,ND,0.0047,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00356,Y
五區,0519,湖山淨水場,湖山淨水場(HwuShan)雲林縣斗六市南仁路220號[0564105]{0519}<雲林縣@Yunlin County>,0.10,0.38,249,<1,0.00023,0.64,0.15,<5,<1,123,8.0,6.18,55.4,0.02,<0.01,144,0.02,ND,<1,<1,0.0188,0.0003,ND,ND,<0.01,ND,<0.01,<0.01,0.0004,ND,0.0114,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0278,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0185,Y
五區,0519,林內淨水場,林內淨水場(Linnei)雲林縣林內鄉烏麻村長源180號[0564065]{0519}<雲林縣@Yunlin County>,0.11,0.33,338,<1,0.00026,0.64,0.15,<5,<1,130,8.0,5.86,109,ND,ND,220,0.02,ND,<1,<1,0.00616,0.0010,ND,ND,<0.01,ND,<0.01,<0.01,0.0003,ND,0.0105,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0505,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00732,Y
五區,0501,蘭潭淨水場,蘭潭淨水場(Lantan)嘉義市小雅路53號[0561019]{0501}<嘉義縣市@Chiayi City>,0.11,0.22,267,<1,0.00051,0.75,0.30,<5,<1,129,8.1,9.82,56.0,0.03,<0.01,137,0.06,ND,<1,<1,0.0305,0.0006,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0179,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0329,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0275,Y
五區,0501,公園淨水場,公園淨水場(Gonyuan)嘉義市民權東路46號[0561028-2]{0501}<嘉義縣市@Chiayi City>,0.10,0.27,280,<1,0.00032,0.69,0.15,<5,<1,133,8.0,11.7,58.8,ND,<0.01,146,0.02,ND,<1,<1,0.0355,0.0002,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0188,<0.0001,0.02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0444,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0282,Y
五區,0501,水上淨水場,水上淨水場(Shueishang)嘉義縣水上鄉龍德村三鎮路200號[0561037-2]{0501}<嘉義縣市@Chiayi City>,0.09,0.31,210,<1,0.00038,0.70,0.20,<5,<1,112,8.1,7.99,35.6,0.03,ND,125,0.05,ND,<1,<1,0.0227,0.0006,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0178,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0313,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0185,Y
五區,0509,大埔淨水場,大埔淨水場(Dapu)嘉義縣大埔鄉大埔村大埔1號[0560030]{0509}<嘉義縣市@Chiayi City>,0.09,1.07,391,<1,0.00014,0.49,0.15,<5,<1,259,7.5,10.6,45.3,0.03,<0.01,238,0.01,ND,<1,<1,0.00643,0.0011,ND,ND,<0.01,ND,<0.01,<0.01,0.0004,ND,0.0115,<0.0001,0.02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0581,0.0003,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00472,Y
五區,0505,達邦淨水場,達邦淨水場(Dabang)嘉義縣阿里山鄉達邦村一鄰1號(達邦國小)後面[0560116]{0505}<嘉義縣市@Chiayi City>,0.09,0.59,278,－－,0.00008,0.54,0.10,<5,<1,161,8.0,2.32,50.1,0.03,ND,192,ND,ND,<1,<1,0.00263,0.0009,ND,ND,<0.01,ND,<0.01,<0.01,ND,ND,0.0500,ND,0.02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0241,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00484,Y
五區,0544,阿里山淨水場,阿里山淨水場(Alishan)嘉義縣阿里山鄉中正村71號[0560067]{0544}<嘉義縣市@Chiayi City>,0.02,0.12,75.3,－－,0.00043,0.41,0.20,<5,<1,45.5,7.4,4.17,6.05,0.04,<0.01,40.9,0.01,ND,<1,<1,0.00436,0.0014,ND,ND,0.06,<0.01,<0.01,<0.01,ND,ND,0.0065,ND,0.06,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0431,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00725,Y
五區,0545,樂野淨水場,樂野淨水場(Leye)嘉義縣阿里山鄉樂野村9鄰237之1號[0560094]{0545}<嘉義縣市@Chiayi City>,0.02,0.27,71.5,－－,0.00012,0.60,0.25,<5,<1,39.6,8.0,3.34,5.00,0.03,ND,34.3,ND,ND,<1,<1,0.0126,0.0014,ND,ND,0.26,<0.01,<0.01,<0.01,ND,<0.0001,0.0037,ND,0.04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0446,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0161,Y
六區,0601,烏山頭淨水場,烏山頭淨水場(Wushantou)臺南市官田區嘉南里68號[0663014]{0601}<臺南縣市@Tainan City>,0.11,0.36,211,<1,0.00034,0.84,0.35,<5,<1,136,7.7,8.52,42.2,ND,ND,144,<0.01,<0.001,<1,<1,0.0165,0.0003,0.0001,ND,<0.01,<0.01,<0.01,ND,0.0004,ND,0.0151,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0380,0.0005,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0158,Y
六區,0601,潭頂淨水場,潭頂淨水場(Tanting)臺南市新市區潭頂里544號[0661010]{0601}<臺南縣市@Tainan City>,0.12,0.35,217,<1,0.00052,0.71,0.35,<5,<1,132,7.8,12.4,40.0,0.01,ND,144,0.01,<0.001,<1,<1,0.0321,ND,0.0002,<0.0001,<0.01,<0.01,<0.01,ND,0.0004,ND,0.0195,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0351,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0143,Y
六區,0601,南化淨水場,南化淨水場(Nanhua)臺南市南化區北寮里154號[0664011]{0601}<臺南縣市@Tainan City>,0.11,0.17,240,<1,0.00041,0.80,0.25,<5,<1,144,7.9,5.78,54.6,ND,ND,162,0.02,0.001,<1,<1,0.0120,0.0003,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0266,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0387,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00674,Y
六區,0608,楠玉淨水場,楠玉淨水場(Nanyu)臺南市楠西區密枝里102-3號[0644015]{0608}<臺南縣市@Tainan City>,0.11,0.35,229,－－,0.00050,0.68,0.40,<5,<1,137,7.9,16.4,38.9,0.01,ND,146,0.03,0.002,<1,<1,0.0302,0.0003,0.0002,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0004,ND,0.0208,0.0002,0.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0211,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0135,Y
七區,0701,澄清湖淨水場,澄清湖淨水場(Chengching Lake)高雄市鳥松區大埤路32號[0762018]{0701}<高雄市@Kaohsiung City>,0.10,0.48,327,<1,0.00098,0.56,0.20,<5,<1,104,7.5,9.48,130,ND,ND,145,ND,ND,<1,<1,0.00561,0.0002,ND,<0.0001,<0.01,<0.01,<0.01,ND,0.0003,ND,0.0104,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0969,0.0029,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00250,Y
七區,0701,鳳山淨水場,鳳山淨水場(Fongshan)高雄市小港區坪頂里天池路1號[0767031]{0701}<高雄市@Kaohsiung City>,0.11,1.11,344,<1,0.00096,0.65,0.20,<5,<1,112,7.6,12.4,133,ND,ND,143,<0.01,ND,<1,<1,0.0138,0.0003,ND,ND,0.01,<0.01,<0.01,<0.01,0.0005,ND,0.0107,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.128,0.0016,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0143,Y
七區,0701,坪頂淨水場,坪頂淨水場(Pinding)高雄市大樹區小坪里小坪路128號[0764012A1]{0701}<高雄市@Kaohsiung City>,0.13,0.58,360,<1,0.00069,0.81,0.25,<5,<1,173,7.7,10.8,101,ND,ND,227,ND,ND,1,<1,0.0136,<0.0001,ND,0.0001,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0257,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00006,ND,ND,ND,ND,ND,0.112,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0145,Y
七區,0701,拷潭淨水場,拷潭淨水場(Kaotan)高雄市大寮區仁德路12號[0766016]{0701}<高雄市@Kaohsiung City>,0.10,0.47,346,<1,0.00035,0.69,0.15,<5,<1,141,7.3,15.2,87.7,ND,ND,231,<0.01,ND,<1,<1,0.0144,0.0002,ND,ND,<0.01,<0.01,<0.01,<0.01,ND,ND,0.0271,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0300,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0104,Y
七區,0708,甲仙淨水場,甲仙淨水場(Chiahsien)高雄市甲仙區和安里竹山巷19-1號[0741042]{0708}<高雄市@Kaohsiung City>,0.19,0.07,338,<1,0.00038,0.57,0.35,<5,<1,185,8.0,5.19,93.8,ND,ND,215,<0.01,ND,1,<1,0.0191,0.0002,ND,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0387,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0588,0.0003,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0134,Y
七區,0709,六龜淨水場,六龜淨水場(Liouguei)高雄市六龜區文武里河邊巷77號[0747044]{0709}<高雄市@Kaohsiung City>,0.13,0.19,356,<1,0.00034,0.60,0.75,<5,<1,146,7.5,6.02,128,ND,ND,231,0.02,ND,<1,<1,0.00542,0.0004,ND,0.0001,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0253,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0727,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00450,Y
七區,0719,木梓淨水場,木梓淨水場(Muzih)高雄市杉林區木梓里茄苳巷170-1號[0741119]{0719}<高雄市@Kaohsiung City>,0.17,0.19,282,－－,0.00056,0.58,0.20,<5,<1,156,8.0,3.52,83.1,ND,ND,189,ND,ND,<1,<1,0.00705,0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0386,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00789,Y
七區,0738,民生淨水場,民生淨水場(Minsheng)高雄市那瑪夏區秀嶺巷1-1號[0741100]{0738}<高雄市@Kaohsiung City>,0.06,0.45,102,－－,0.00043,0.51,0.20,<5,<1,83.7,8.0,2.09,16.5,ND,ND,72.8,0.01,ND,<1,<1,0.00345,0.0012,ND,ND,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0157,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00514,Y
七區,0751,多納淨水場,多納淨水場(Duona)高雄市茂林區多納段728地號[0746065]{0751}<高雄市@Kaohsiung City>,0.10,0.17,153,－－,0.00010,0.58,0.20,<5,<1,91.6,7.9,2.38,34.9,ND,ND,101,<0.01,ND,<1,<1,0.00102,0.0002,ND,ND,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0013,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00416,Y
七區,0706,美濃淨水場,美濃淨水場(Meinong)高雄市美濃區中正路二段169巷1號[0747053]{0706}<高雄市@Kaohsiung City>,0.18,2.07,359,－－,0.00024,0.58,0.40,<5,<1,230,7.3,7.34,58.6,ND,ND,255,0.02,ND,<1,<1,0.00121,0.0004,ND,ND,0.01,<0.01,0.01,<0.01,0.0001,ND,0.0232,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00164,Y
七區,0704,茂林淨水場,茂林淨水場(Maolin)高雄市茂林區茂林段795地號[0746056]{0704}<高雄市@Kaohsiung City>,0.23,0.10,347,－－,0.00047,0.56,0.15,<5,<1,145,7.7,2.63,122,ND,ND,243,ND,ND,<1,<1,0.00309,0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0001,ND,0.0011,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00518,Y
七區,0710,新威淨水場,新威淨水場(Sinwei)高雄市六龜區六龜段998之8地號[0747062]{0710}<高雄市@Kaohsiung City>,0.15,0.10,329,－－,0.00021,0.51,0.45,<5,<1,150,7.9,5.92,113,ND,ND,219,0.02,ND,<1,<1,0.00468,0.0005,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0158,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0492,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00530,Y
