fid,field_1,_id,lat,lng,stationName,TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE
"317","316",6f30771d-a104-4e3c-924d-f9577f718ad5,25.09954,121.74675,瑞八公路103號(碇內抽水站),C03,"10017030",基隆市,暖暖區,Nuannuan District,C,"10017"
"318","317",f0df5d17-4671-4f57-b789-880f73edb02e,24.990005,121.559487,文山區興隆路四段路面淹水感測站,A11,"63000080",臺北市,文山區,Wenshan District,A,"63000"
"319","318",63e9a933-7c1c-4cc5-903b-0036535cdd8f,23.5267947,120.2920804,108Q013六腳港美村六腳鄉立幼兒園,Q08,"10010080",嘉義縣,六腳鄉,Liujiao Township,Q,"10010"
"320","319",59a9f25b-7c8d-4267-8a93-384ded66927c,23.5210052,120.2851341,108Q015六腳三義村三姓寮代天府,Q08,"10010080",嘉義縣,六腳鄉,Liujiao Township,Q,"10010"
"321","320",53207cfd-ec1d-42e2-b164-2178f81b1ac5,24.935001,121.258611,中山東路四段普仁幹150A,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"322","321",56e9f67a-b5d2-464e-acd7-ea2a07fbc070,24.941137,121.230489,龍崗國小-2,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"323","322",eed5e80a-9381-47e7-88fc-07778614cea1,24.706056,121.824622,五結鄉錦草五路淹水感測站,G07,"10002090",宜蘭縣,五結鄉,Wujie Township,G,"10002"
"324","323",428ac709-ea10-4e35-be05-2739089ef0b2,24.0221408,120.5492975,橋頭村1,N13,"10007080",彰化縣,花壇鄉,Huatan Township,N,"10007"
"325","324",fd93bb13-41ed-4fff-a420-1c73c09de5ab,24.9341869,121.3717771,三峽區秀川街28號,F15,"65000090",新北市,三峽區,Sanxia District,F,"65000"
"326","325",ee53fb81-81d6-4d2e-9d39-3c5810cdb30b,24.972937,121.248637,復華街186巷20號,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"327","326",6aff7893-0300-49a3-ba2a-3dabad60c3e2,25.132267,121.734708,安一路100巷49號,C06,"10017060",基隆市,安樂區,Anle District,C,"10017"
"328","327",0874033e-9f43-4f02-87ee-f77a97c82033,25.000598,121.554898,文山區興隆路三段淹水感測站,A11,"63000080",臺北市,文山區,Wenshan District,A,"63000"
"329","328",123b1f3e-31e8-47bd-b31a-c8efa99195eb,25.054902,121.376359,文化一路6號,H07,"68000070",桃園市,龜山區,Guishan District,H,"68000"
"330","329",bd67dc00-e1a5-46a1-85dd-334452bcc15b,23.077134,120.201478,公親里守望相助隊前(淹水站7),D06,"67000350",臺南市,安南區,Annan District,D,"67000"
"331","330",a34556ec-bb97-4b34-acf4-f22984180205,25.045677,121.303029,南上路350巷-1,H07,"68000070",桃園市,龜山區,Guishan District,H,"68000"
"332","331",7c6ef428-6dde-4041-86a3-ed7115c92290,25.14052,121.71111,基金一路與武嶺橋交叉入口（九如三明治旁）,C06,"10017060",基隆市,安樂區,Anle District,C,"10017"
"333","332",c8cc1b20-2e2c-49f8-8dc9-5cb06b00060f,24.965916,121.242282,中華路二段79巷,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"334","333",66531068-3d24-4714-96e6-41abb21a6e86,23.685023,120.499197,108P017斗南東明里台灣中油佳得美雲林站,P02,"10009020",雲林縣,斗南鎮,Dounan Township,P,"10009"
"335","334",30e9067f-ff21-40ac-b73f-bc61b4fa779f,23.067526,120.177256,十二佃七寶塔站(淹水站70),D06,"67000350",臺南市,安南區,Annan District,D,"67000"
"336","335",48766e0c-3f49-43e5-8de4-9b18a114086c,23.48936,120.15658,東石鄉副瀨村新結庄,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"337","336",78b16402-df86-42ac-861d-2718f6e28bef,24.5546131,120.8151457,苗栗市大同里大同路,K01,"10005010",苗栗縣,苗栗市,Miaoli City,K,"10005"
"338","337",28791d8a-f3a1-4ed1-ab91-1a285f40a7d3,25.046865,121.471807,三重區光復路一段12號(捷運先嗇宮站),F05,"65000020",新北市,三重區,Sanzhong District,F,"65000"
"339","338",5c17cad3-a677-46d3-be8a-826706763ada,22.742929,121.138133,中華路次要05,V01,"10014010",臺東縣,臺東市,Taitung City,V,"10014"
"340","339",df379912-1cd7-4884-b400-bb0f3eff6e6c,24.945933,121.231798,環中東路二段496號,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"341","340",eb22581f-dc20-46a5-82ca-773d2d48306f,25.1091193,121.7127915,自強路78號,C02,"10017020",基隆市,七堵區,Qidu District,C,"10017"
"342","341",d577423a-6e8d-4028-ab33-f9ef03783e72,25.071356,121.472555,三重區中正北路508巷5號,F05,"65000020",新北市,三重區,Sanzhong District,F,"65000"
"343","342",bba3adda-ca12-4edf-a522-989ca9dc788b,25.13452,121.74673,義一路114號（義一路信五路口）,C01,"10017010",基隆市,中正區,Zhongzheng District,C,"10017"
"344","343",d1036bcf-fc5a-405d-9bbf-f39d13f58493,24.974102,121.320619,樹仁三街-2,H01,"68000010",桃園市,桃園區,Taoyuan District,H,"68000"
"345","344",63515aae-9c3e-48d4-8c30-63678c46a1c4,23.660315,120.337403,108P028元長子茂村和平國小,P17,"10009170",雲林縣,元長鄉,Yuanchang Township,P,"10009"
"346","345",0da80c7a-5b77-41fc-9157-9d9db22b4287,23.689644,120.314592,108P014元長後湖村包千宮,P17,"10009170",雲林縣,元長鄉,Yuanchang Township,P,"10009"
"347","346",87a0014e-2746-4709-93b0-f5b14dd69e89,23.199217,120.314669,隆本番仔田坑站(淹水站71),D18,"67000100",臺南市,官田區,Guantian District,D,"67000"
"348","347",0cf25ba4-3314-40bb-aade-a885d6b72750,24.980426,121.222659,六和工廠,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"349","348",462195cc-db0d-4dde-ac09-d7c658212513,25.085518,121.28651,南山路三段308號,H05,"68000050",桃園市,蘆竹區,Luzhu District,H,"68000"
"350","349",3ea029e5-38bf-4d15-aab5-7fdba6601306,23.044029,120.193774,安南區安中路一段淹水感測站,D06,"67000350",臺南市,安南區,Annan District,D,"67000"
"351","350",598a8814-7ca9-4909-82db-5a0fd6b815bf,24.948141,120.995055,莫內咖啡,H11,"68000110",桃園市,新屋區,Xinwu District,H,"68000"
"352","351",de01d5c7-77d3-48ee-aacb-bfd234ac516a,24.6593715,120.8791469,頭份市尖山里文英街,K10,"10005050",苗栗縣,頭份市,Toufen City,K,"10005"
"353","352",0f95ba98-464c-411f-83c6-c310e952ef0c,24.848667,121.230285,富華街-1,H09,"68000090",桃園市,龍潭區,Longtan District,H,"68000"
"354","353",a45cf1e9-3861-4766-8e03-33e546dae74c,24.89852,121.21081,中豐路山頂段244號,H10,"68000100",桃園市,平鎮區,Pingzhen District,H,"68000"
"355","354",19bf7cf2-00a8-4b08-815d-fdc35124d72f,23.973241,121.608149,花蓮市明義街淹水感測站,U01,"10015010",花蓮縣,花蓮市,Hualien City,U,"10015"
"356","355",cf70ebfe-5b00-4bf0-a732-2694f74226a5,23.62196,120.384229,大埤鄉西鎮村淹水感測站,P08,"10009080",雲林縣,大埤鄉,Dabi Township,P,"10009"
"357","356",081aea31-e6bd-477c-a238-df96a84b86e9,24.962415,121.301546,永福街56巷21號,H08,"68000080",桃園市,八德區,Bade District,H,"68000"
"358","357",5121dc95-571b-4b42-ab90-6f99ad1075a8,24.9991048,121.4431893,板橋區大觀路二段251號,F14,"65000010",新北市,板橋區,Banqiao District,F,"65000"
"359","358",2c4b0abd-15f2-4c14-be93-2fb1c40f6574,23.33824,120.19464,義竹鄉新店村B站,Q10,"10010100",嘉義縣,義竹鄉,Yizhu Township,Q,"10010"
"360","359",fdcea8fe-e029-495b-975a-528436bbaae4,24.202533,120.706099,潭子區四季風情大樓淹水感測站,B17,"66000170",臺中市,潭子區,Tanzi District,B,"66000"
"361","360",6c0ee2e0-a307-4fe1-8404-3dbdc29224af,24.4971787,120.692097,通霄鎮平安里中正路1,K03,"10005030",苗栗縣,通霄鎮,Tongxiao Township,K,"10005"
"362","361",21a556e5-32c7-4a70-92ef-3d64fe780cd5,22.997556,120.254776,崑大路大灣路891巷口(淹水站61),D39,"67000310",臺南市,永康區,Yongkang District,D,"67000"
"363","362",03167a22-0623-4523-8c9f-da63dab6c128,24.955985,121.246543,環中東路666號,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"364","363",3fecdf8c-fd8a-487d-b166-5794b728fb43,24.931281,121.230791,龍泉街137巷88號,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"365","364",54d2d4e8-fe57-4de5-9199-eb7e2f79c9e3,24.6769396,120.8848539,頭份市蘆竹里蘆竹路2,K10,"10005050",苗栗縣,頭份市,Toufen City,K,"10005"
"366","365",de38aa18-bb85-48ae-b6fd-05eb456679a8,25.102263,121.724987,八堵涵洞（左側車道）,C03,"10017030",基隆市,暖暖區,Nuannuan District,C,"10017"
"367","366",fbe81667-b442-4d91-b020-67ecf465d4b1,23.5549381,120.3684684,108Q009新港大潭村,Q07,"10010070",嘉義縣,新港鄉,Xingang Township,Q,"10010"
"368","367",d0a776dd-0ee9-492a-b9bd-55d4b4e329fc,24.651106,121.791557,冬山鄉珍珠二路淹水感測站,G08,"10002080",宜蘭縣,冬山鄉,Dongshan Township,G,"10002"
"369","368",3036138a-d4e1-4375-9710-3b42de1b4503,25.109333,121.691528,大華二路142號,C02,"10017020",基隆市,七堵區,Qidu District,C,"10017"
"370","369",103222d1-4a9e-4095-a94a-8b1b9a60c918,24.6718749,120.8925639,頭份市蘆竹里中華路1,K10,"10005050",苗栗縣,頭份市,Toufen City,K,"10005"
"371","370",549f080d-594e-4544-94f6-0404457091af,23.42665,120.39439,水上鄉水上村,Q13,"10010120",嘉義縣,水上鄉,Shuishang Township,Q,"10010"
"372","371",27ab1471-2ac1-48cf-94ff-faf6d3fc7f00,24.43987,118.418,金湖鎮復興路一段淹水感測站,W01,"09020030",金門縣,金湖鎮,Jinhu Township,W,"09020"
"373","372",62bc9c7a-555b-475d-bf85-5435bb6f2f5a,23.7632335,120.4931824,興桐村_僑和國小,P09,"10009090",雲林縣,莿桐鄉,Citong Township,P,"10009"
"374","373",1065fe46-d0b5-41f1-ab5c-856332d180ad,23.584903,120.199692,108P046口湖謝厝村,P19,"10009190",雲林縣,口湖鄉,Kouhu Township,P,"10009"
"375","374",5864054a-f699-489a-91d1-b92b4c52f276,23.58181,119.6626,湖西鄉湖東村淹水感測站,X02,"10016020",澎湖縣,湖西鄉,Huxi Township,X,"10016"
"376","375",0e66b0f8-b7b4-40a0-897c-e59c2cc58fd6,23.583727,120.304793,108P048北港新街里ACDelco東昌汽車輪胎保養廠,P06,"10009060",雲林縣,北港鎮,Beigang Township,P,"10009"
"377","376",63314e78-2270-4d26-a3b4-ee099b876ab5,23.955258,121.592739,吉安鄉海岸路淹水感測站,U05,"10015050",花蓮縣,吉安鄉,Jian Township,U,"10015"
"378","377",547c40d5-575d-4222-8fbb-4b8172dd56c3,24.94306,121.229708,龍岡國小-1,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"379","378",982d882b-2ea8-457d-805e-56a2375e5755,23.056378,120.220568,大聖路齊天大聖廟前(淹水站45),D06,"67000350",臺南市,安南區,Annan District,D,"67000"
"380","379",9fd11118-2913-4a3c-8b7e-47ddf1f51719,23.019997,120.269594,中山北路344巷(淹水站42),D39,"67000310",臺南市,永康區,Yongkang District,D,"67000"
"381","380",b1ca6474-6ad6-476f-85db-518ed6da8ffd,23.46228,120.19854,東石鄉圍潭村,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"382","381",37a624af-50a9-42e7-b7ef-91cbeaee7dfd,23.585478,120.183975,108P045口湖湖東村富安宮,P19,"10009190",雲林縣,口湖鄉,Kouhu Township,P,"10009"
"383","382",649fd3b4-2a1c-47e1-925e-3aaebb18981e,23.47123,120.16992,東石鄉三家村三塊厝,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"384","383",2b44a07f-7920-47d6-9148-331bb7ecf6cc,22.982515,120.251098,仁德區大發路淹水感測站,D32,"67000270",臺南市,仁德區,Rende District,D,"67000"
"385","384",d0745e8a-04dc-4ccc-89d4-aeef823c4612,23.4961,120.21067,東石鄉頂揖村,Q08,"10010080",嘉義縣,六腳鄉,Liujiao Township,Q,"10010"
"386","385",0728ae5a-0da2-4138-9ba1-92f9788d0210,23.4645882,120.3028458,108Q029太保東勢里東安宮停車場,Q12,"10010010",嘉義縣,太保市,Taibao City,Q,"10010"
"387","386",8bb2223d-a88d-4d47-84ee-7b7253b2f977,25.12323,121.74201,龍安街三坑車站下方涵洞,C04,"10017040",基隆市,仁愛區,Renai District,C,"10017"
"388","387",e13286ee-5e7a-404b-9f78-3bbd7797d307,23.6204027,120.16085,下崙村_福安路95巷,P19,"10009190",雲林縣,口湖鄉,Kouhu Township,P,"10009"
"389","388",ae1914cf-6170-4c7c-8495-d105c7ffdbc0,23.666731,120.347694,108P025土庫埤腳里福安宮三山國王廟,P05,"10009050",雲林縣,土庫鎮,Tuku Township,P,"10009"
"390","389",c81b693d-eb5e-4fa0-9b89-6e24f2d1bcd6,24.964648,121.326981,福德一路48號,H08,"68000080",桃園市,八德區,Bade District,H,"68000"
"391","390",9f42fd95-6da9-4b18-99b9-d2409e0ece3e,23.23437,120.238781,大屯保安宮站(監測站67),D16,"67000080",臺南市,下營區,Xiaying District,D,"67000"
"392","391",c164f5ce-208d-40d3-b09b-116cbfb7d153,23.114161,120.156716,樹仔腳站(淹水站75),D22,"67000150",臺南市,七股區,Qigu District,D,"67000"
"393","392",94bd7a48-9836-4bfe-af39-c014f6dc7d2f,23.618394,120.335608,108P043元長下寮村南和合作農場,P17,"10009170",雲林縣,元長鄉,Yuanchang Township,P,"10009"
"394","393",768d33ff-6544-4be8-ba7b-3db05c8a7008,23.317503,120.365081,北勢寮站(監測站72),D14,"67000060",臺南市,東山區,Dongshan District,D,"67000"
"395","394",a289feab-70bc-4d3d-a933-c8fd7aef4297,23.4423,120.2955,太保市安仁里頂港仔墘,Q12,"10010010",嘉義縣,太保市,Taibao City,Q,"10010"
"396","395",8ed8a3f7-bc20-4510-bee9-01cfa38f82e5,24.959976,121.511252,新店區安康路二段147號,F07,"65000060",新北市,新店區,Xindian District,F,"65000"
"397","396",74645ec0-cd3a-422f-9809-7daa4637dbcb,25.069545,121.269544,長興路四段60巷-1,H05,"68000050",桃園市,蘆竹區,Luzhu District,H,"68000"
"398","397",3e8b2d86-a629-47dd-afb5-15e115b6a89a,25.03555,121.44887,新莊區新泰路82號,F01,"65000050",新北市,新莊區,Xinzhuang District,F,"65000"
"399","398",4adb6457-26d9-4366-9dd8-fcbf50a3ff11,24.918002,121.259095,浮筧街125巷,H08,"68000080",桃園市,八德區,Bade District,H,"68000"
"400","399",677e71f4-8f6c-46a7-b7b3-64c39d6eadf6,22.420204,120.52449,佳冬鄉燄溫村淹水感測站,T21,"10013210",屏東縣,佳冬鄉,Jiadong Township,T,"10013"
"401","400",7163d538-c6a4-47ab-bdc1-6da4c20db93b,25.089,121.48601,三重區五華街及集賢路路口,F05,"65000020",新北市,三重區,Sanzhong District,F,"65000"
"402","401",d407b21b-9267-4a5a-98ab-1d6e1ac9ab31,23.41599,120.2174,108Q044布袋樹林里樹林頭,Q03,"10010030",嘉義縣,布袋鎮,Budai Township,Q,"10010"
"403","402",16edb5b3-6fe4-491e-ab18-2f544115673b,22.742715,121.135144,中華路次要01,V01,"10014010",臺東縣,臺東市,Taitung City,V,"10014"
"404","403",c84a2368-387c-418c-91bc-8ee9919c0403,24.730771,121.775648,宜蘭市和平路淹水感測站,G04,"10002060",宜蘭縣,壯圍鄉,Zhuangwei Township,G,"10002"
"405","404",ed12ce2b-bbc6-421c-89b8-a46e01ee5ac8,25.134418,121.734726,西定路130號(安樂教會前）,C05,"10017050",基隆市,中山區,Zhongshan District,C,"10017"
"406","405",7d620cc9-211b-4434-8e43-6d371ab3d911,25.158096,121.434818,八里區龍米路2段168號,F32,"65000230",新北市,八里區,Bali District,F,"65000"
"407","406",b206c151-4b58-4767-896f-f770e86519ff,23.381189,120.3245977,108D001後壁寮里八掌溪寮堤防,D13,"67000050",臺南市,後壁區,Houbi District,D,"67000"
"408","407",d91808ab-0a14-44c8-bd09-70bb2653ae39,23.137439,120.115825,七股區龍山國小淹水感測站,D22,"67000150",臺南市,七股區,Qigu District,D,"67000"
"409","408",88f7a1f2-72f1-4dc0-b3f6-4fb142b81a34,24.984379,121.040933,永福路156號,H11,"68000110",桃園市,新屋區,Xinwu District,H,"68000"
"410","409",053c0377-f887-4873-a075-956b13aa0ea3,25.028787,121.108009,中山路一段1065巷39號,H12,"68000120",桃園市,觀音區,Guanyin District,H,"68000"
"411","410",9494506d-2dd2-4bf8-a59e-f89b795bf050,24.956121,121.294855,建國公園,H08,"68000080",桃園市,八德區,Bade District,H,"68000"
"412","411",3fcd8253-3348-4efe-b9e4-bbb61bf56dbd,24.6964121,120.910521,頭份市建國里建國路,K10,"10005050",苗栗縣,頭份市,Toufen City,K,"10005"
"413","412",ae222608-68c1-499d-8b81-c86e033bdd42,22.775074,121.090899,台東市太平路淹水感測站,V04,"10014040",臺東縣,卑南鄉,Beinan Township,V,"10014"
"414","413",e692ea79-c4ef-4d24-ba47-16cd61c544fd,23.41073,120.41601,水上鄉義興村,Q13,"10010120",嘉義縣,水上鄉,Shuishang Township,Q,"10010"
"415","414",d7bf8718-8db2-416f-9361-44379e9d99c2,24.958631,121.225847,中正公園,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"416","415",997da9f8-a13f-4b4f-8dfe-466c64ddb445,23.6332511,120.4995821,大林鎮三角里,Q04,"10010040",嘉義縣,大林鎮,Dalin Township,Q,"10010"
"417","416",84e5f00a-fbb8-4c8b-99ab-14e95f40b1d1,23.4810236,120.253654,108Q026六腳正義村,Q08,"10010080",嘉義縣,六腳鄉,Liujiao Township,Q,"10010"
"418","417",26cdeb13-1987-4e41-934e-933091234021,24.859045,121.231219,雙連街492號,H09,"68000090",桃園市,龍潭區,Longtan District,H,"68000"
"419","418",23beb631-622e-4c30-a6d7-7ffecb922b0c,23.44253,120.18186,東石鄉塭仔村後埔,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"420","419",375675bb-6090-417b-9fb0-11195ae1c8b2,25.011843,121.347376,北基忠義加油站,H07,"68000070",桃園市,龜山區,Guishan District,H,"68000"
"421","420",c6f772e6-6575-4924-be99-bde02c1564da,23.4333,120.1865,東石鄉西崙村磚仔窯,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"422","421",60c048c9-b3aa-4b93-90a5-7b7f55fbc9e1,23.378694,120.335854,菁寮站(監測站73),D13,"67000050",臺南市,後壁區,Houbi District,D,"67000"
"423","422",7390c97f-df09-4057-a085-40587d5cfca1,24.953077,121.235704,廣州路353號,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"424","423",f0bfb880-1926-405e-8ce7-ac6883dc5556,24.902736,121.214745,東豐路133巷,H10,"68000100",桃園市,平鎮區,Pingzhen District,H,"68000"
"425","424",1fb30620-7ab2-456f-9701-2c7680e5de51,24.983955,121.303317,漢中路119巷26弄34號,H01,"68000010",桃園市,桃園區,Taoyuan District,H,"68000"
"426","425",3da78f80-d46d-4a7e-a4a1-b961f4dc1e25,23.5678578,120.2101691,大溝村_大興宮,P20,"10009200",雲林縣,水林鄉,Shuilin Township,P,"10009"
"427","426",0df0d309-29c9-44df-95a6-ad174148388f,23.495929,120.2663912,108Q017六腳溪厝村溪墘厝,Q08,"10010080",嘉義縣,六腳鄉,Liujiao Township,Q,"10010"
"428","427",70baa038-f917-4bd2-96f8-d06d3d8cb426,23.679408,120.3712,108P020土庫大荖里舊虎尾溪,P05,"10009050",雲林縣,土庫鎮,Tuku Township,P,"10009"
"429","428",38776cf2-e91a-4a3a-b307-e76aab482248,23.5153025,120.458088,108Q066民雄鄉大崎村大崎抽水站,Q05,"10010050",嘉義縣,民雄鄉,Minxueng Township,Q,"10010"
"430","429",0d3c3335-11f1-4f40-b4a1-285d98798f59,25.09413,121.66936,友諒橋,C02,"10017020",基隆市,七堵區,Qidu District,C,"10017"
"431","430",41699c92-f7cf-4751-a4e0-b6771f0077e9,22.931521,120.232719,保安路一段台鐵涵洞(淹水站12),D32,"67000270",臺南市,仁德區,Rende District,D,"67000"
"432","431",f39fcc60-a1e7-4f0c-8599-b744a7171fde,23.429,120.45358,中埔鄉和睦村溪底寮,Q14,"10010130",嘉義縣,中埔鄉,Zhongpu Township,Q,"10010"
"433","432",eaf40d4a-010d-4b85-b556-3849fbc73496,23.922197,120.692661,南投市小溪橋淹水感測站,M01,"10008010",南投縣,南投市,Nantou City,M,"10008"
"434","433",994f40bf-350f-48cb-88e8-81465ff05364,23.7083409,120.431974,中山里_德興路,P03,"10009030",雲林縣,虎尾鎮,Huwei Township,P,"10009"
"435","434",00e9d449-ebac-4980-a715-e9db5eb2c8a6,23.5767952,120.5606037,108Q072梅山鄉梅東村萬應廟,Q16,"10010150",嘉義縣,梅山鄉,Meishan Township,Q,"10010"
"436","435",5f7aafc6-97f1-4a1b-ada1-b409642d7f73,24.95608,121.259441,利仁新村,H03,"68000020",桃園市,中壢區,Zhongli District,H,"68000"
"437","436",4a5295b9-199a-45b3-978a-48dbe7def1b0,23.38447,120.29687,鹿草鄉碧潭村,Q11,"10010110",嘉義縣,鹿草鄉,Lucao Township,Q,"10010"
"438","437",fd5b3254-13e3-4653-9b40-6c65778ca89b,22.922698,120.217463,中正西路360巷39號前(淹水站30),D32,"67000270",臺南市,仁德區,Rende District,D,"67000"
"439","438",59c952c6-3b30-4587-a5c2-012f6a53a1f3,22.73893,120.2654,梓官區大舍南路淹水感測站,E29,"64000290",高雄市,梓官區,Ziguan District,E,"64000"
"440","439",934b2d54-339e-4976-ac4d-99a1ad4e5319,23.4464439,120.23046,108Q034朴子崁後里敦睦宮,Q02,"10010020",嘉義縣,朴子市,Puzi City,Q,"10010"
"441","440",dfcf5cb2-0b63-42db-a1f5-2cf46624b646,23.419736,120.3927306,水上鄉溪州村,Q13,"10010120",嘉義縣,水上鄉,Shuishang Township,Q,"10010"
"442","441",8dbd0d45-8350-4758-aafd-73bbff86d68c,23.34183,120.1971,義竹鄉北華村B站,Q10,"10010100",嘉義縣,義竹鄉,Yizhu Township,Q,"10010"
"443","442",5b9fa98a-e0e4-476d-b5ec-8f047ec7fc1e,23.232256,120.284053,下橋頭仔站(監測站66),D16,"67000080",臺南市,下營區,Xiaying District,D,"67000"
"444","443",18df70c7-3dd3-4cf2-8e9b-1d29676ceae8,23.4939028,120.1737883,108Q020東石鰲鼓村,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"445","444",22907343-fd9e-4722-a74c-defcfb9d2ddd,25.0753703,121.3896802,林口區興林路與隆林街交叉,F02,"65000170",新北市,林口區,Linkou District,F,"65000"
"446","445",e41ad5de-70e4-4857-87d3-873884a8fb77,23.4880427,120.3333619,108Q025太保新埤里新埤富林漢堡,Q12,"10010010",嘉義縣,太保市,Taibao City,Q,"10010"
"447","446",f9d10bbc-7000-4fa9-8ad9-e1067f08200d,22.973647,120.252126,仁德區-四維街8巷,D32,"67000270",臺南市,仁德區,Rende District,D,"67000"
"448","447",1b4379fa-69f6-4b6f-97a0-719cca1eb19b,25.0827615,121.4532995,五股區疏洪一路五方福德宮前,F03,"65000150",新北市,五股區,Wugu District,F,"65000"
"449","448",2ef1fc21-d2e6-4d21-b7fa-9610e47d0592,23.4106155,120.1927403,108Q046布袋東安里嘉18-1縣道附近,Q03,"10010030",嘉義縣,布袋鎮,Budai Township,Q,"10010"
"450","449",62423018-23e1-4e09-9079-e531b90216fa,22.939141,120.178229,喜樹路316巷廣安壇前(淹水站49),D02,"67000330",臺南市,南區,S. District,D,"67000"
"451","450",fe80f507-ff4f-48b1-8910-b0ebb8910f9b,25.1293056,121.7452781,基隆市仁愛區仁一路303巷(台電基隆服務處側面圍牆),C04,"10017040",基隆市,仁愛區,Renai District,C,"10017"
"452","451",36105544-feed-4764-acbc-3ac9fc9fbbb3,25.003258,121.297485,桃園區永安路淹水感測站,H01,"68000010",桃園市,桃園區,Taoyuan District,H,"68000"
"453","452",04452673-248c-4580-b739-74e0aaede5e6,25.074225,121.435145,五股區成泰路淹水感測站,F03,"65000150",新北市,五股區,Wugu District,F,"65000"
"454","453",1e19454b-f90e-42c6-8228-e2fb318589e1,24.850551,121.222009,龍新新村112號,H09,"68000090",桃園市,龍潭區,Longtan District,H,"68000"
"455","454",6bdf514a-5a81-4741-a4e2-b07bf0c6e38c,23.3809,120.17955,布袋鎮見龍里內田,Q03,"10010030",嘉義縣,布袋鎮,Budai Township,Q,"10010"
"456","455",7e4b4fc1-acad-4117-a7e1-64578fa86596,24.665968,120.880688,頭份鎮米粉街淹水感測站,K10,"10005050",苗栗縣,頭份市,Toufen City,K,"10005"
"457","456",7e613f7f-eeec-4083-bcb8-3178793c5abc,25.0754237,121.3868877,林口區隆林街67號,F02,"65000170",新北市,林口區,Linkou District,F,"65000"
"458","457",ea14c17f-0ab2-4f50-b065-cfea442eef2f,24.95819,121.08844,後湖溪,H11,"68000110",桃園市,新屋區,Xinwu District,H,"68000"
"459","458",0b3e6892-e5db-4c72-b11f-86a9d9212d01,23.5260434,120.5702774,108Q069竹崎鄉復金村竹崎分局復金派出所,Q15,"10010140",嘉義縣,竹崎鄉,Zhuqi Township,Q,"10010"
"460","459",66077f0c-cb13-485c-9c13-40f7d42c96bd,24.689301,121.815459,五結鄉五結路1段淹水感測站,G07,"10002090",宜蘭縣,五結鄉,Wujie Township,G,"10002"
"461","460",40cb72a9-e60b-4df7-9326-470fdca130a3,24.980108,121.26871,龍壽街-3,H01,"68000010",桃園市,桃園區,Taoyuan District,H,"68000"
"462","461",102e9c3b-7352-4e20-8f28-2d0fcc423851,25.061114,121.364422,文化二路與文二一街,H07,"68000070",桃園市,龜山區,Guishan District,H,"68000"
"463","462",8beb99fc-a934-464d-bb66-539b6677ee42,23.46539,120.24395,朴子市中正里,Q02,"10010020",嘉義縣,朴子市,Puzi City,Q,"10010"
"464","463",3dff6e84-7ce7-4072-a786-4a5a9ce9b737,22.931037,120.180049,灣裡路88巷12號前(淹水站5),D02,"67000330",臺南市,南區,S. District,D,"67000"
"465","464",e0caa10b-798e-4a1d-95e5-0f1380470507,24.9738,121.324374,大仁路50巷-1,H01,"68000010",桃園市,桃園區,Taoyuan District,H,"68000"
"466","465",6ee6624c-115a-4600-b4fa-941196c638d2,23.45928,120.21067,東石鄉港墘村,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"467","466",69fdbe51-1761-4da6-81f0-127f3efa2c20,23.4334582,120.1843122,108Q070東石鄉西崙村慈零宮,Q09,"10010090",嘉義縣,東石鄉,Dongshi Township,Q,"10010"
"468","467",ee3f13c7-147a-4085-bb61-74d711338021,23.5189302,120.4044073,民雄鄉山中村A站,Q05,"10010050",嘉義縣,民雄鄉,Minxueng Township,Q,"10010"
"469","468",b52976aa-fd47-436c-8a35-84850ca48545,25.142028,121.763857,基隆市中正區祥豐街95-5號(祥豐市場對面),C01,"10017010",基隆市,中正區,Zhongzheng District,C,"10017"
"470","469",5466bb3c-49d5-4341-a427-c2e33dc0941b,23.575555,120.4151961,108Q005溪口柳溝村南靖厝,Q06,"10010060",嘉義縣,溪口鄉,Xikou Township,Q,"10010"
"471","470",f2c6a8b9-f984-4c7d-ab82-82a551703a2b,24.5623688,120.8250235,苗栗市玉華里勵志街,K01,"10005010",苗栗縣,苗栗市,Miaoli City,K,"10005"
